0.010129,0.0,0.305389,0.0,0.163381,0.0,0.0,0.0,0.064035,0.0,0.175922,0.0,0.0,0.0,0.023237,0.364033,0.0,0.0,0.347304,0.0,0.0,0.0,0.070672,0.01826,0.0,0.143073,0.0,0.0,0.0,0.0,0.103783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021415,0.187894,0.0,0.288892,0.119921,0.101358,0.0,0.071009,0.197358,0.0,0.0,0.0,0.0,0.0,0.213261,0.0,0.040018,0.0,0.0,0.0,0.0,0.0
0.010129,0.0,0.305389,0.0,0.163381,0.0,0.0,0.0,0.064035,0.0,0.175922,0.0,0.0,0.0,0.023237,0.364033,0.0,0.0,0.347304,0.0,0.0,0.0,0.070672,0.01826,0.0,0.143073,0.0,0.0,0.0,0.0,0.103783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021415,0.187894,0.0,0.288892,0.119921,0.101358,0.0,0.071009,0.197358,0.0,0.0,0.0,0.0,0.0,0.213261,0.0,0.040018,0.0,0.0,0.0,0.0,0.0
0.010129,0.0,0.305389,0.0,0.163381,0.0,0.0,0.0,0.064035,0.0,0.175922,0.0,0.0,0.0,0.023237,0.364033,0.0,0.0,0.347304,0.0,0.0,0.0,0.070672,0.01826,0.0,0.143073,0.0,0.0,0.0,0.0,0.103783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021415,0.187894,0.0,0.288892,0.119921,0.101358,0.0,0.071009,0.197358,0.0,0.0,0.0,0.0,0.0,0.213261,0.0,0.040018,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.237239,0.0,0.148767,0.0,0.0,0.0,0.111369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.329468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23898,0.0,0.267417,0.0,0.0,0.004359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.219193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.769696,0.0,0.056861,0.0,0.0,0.189614,0.0
0.0,0.0,0.237239,0.0,0.148767,0.0,0.0,0.0,0.111369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.329468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23898,0.0,0.267417,0.0,0.0,0.004359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.219193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.769696,0.0,0.056861,0.0,0.0,0.189614,0.0
0.0,0.0,0.288515,0.0,0.0,0.0,0.0,0.0,0.09924,0.492476,0.039053,0.128385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008297,0.0,0.063828,0.0,0.0,0.0,0.319073,0.0,0.15126,0.0,0.0,0.0,0.0,0.0,0.0,0.034168,0.0
0.0,0.0,0.288515,0.0,0.0,0.0,0.0,0.0,0.09924,0.492476,0.039053,0.128385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008297,0.0,0.063828,0.0,0.0,0.0,0.319073,0.0,0.15126,0.0,0.0,0.0,0.0,0.0,0.0,0.034168,0.0
0.0,0.0,0.288515,0.0,0.0,0.0,0.0,0.0,0.09924,0.492476,0.039053,0.128385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008297,0.0,0.063828,0.0,0.0,0.0,0.319073,0.0,0.15126,0.0,0.0,0.0,0.0,0.0,0.0,0.034168,0.0
0.0,0.0,0.079752,0.0076,0.0,0.0,0.038961,0.0,0.076977,0.018836,0.0,0.023485,0.0,0.091737,0.0,0.0,0.0,0.005496,0.433056,0.0,0.0,0.178037,0.0,0.0,0.0,0.25747,0.0,0.014839,0.31405,0.0,0.117455,0.0,0.061762,0.0,0.0,0.0,0.0,0.0,0.0,0.012122,0.057652,0.0,0.0,0.0,0.008078,0.0,0.046344,0.069772,0.0,0.0,0.228361,0.0,0.0,0.0,0.002266,0.575207,0.068676,0.0,0.0,0.0,0.0,0.0,0.285283,0.011804
0.0,0.0,0.352394,0.0,0.0,0.0,0.0,0.035047,0.079027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025745,0.0,0.643616,0.0,0.0,0.107428,0.019974,0.070959,0.008515,0.0,0.017877,0.0,0.0,0.0,0.0,0.0,0.040488,0.0,1.0,0.0,0.104405,0.003135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.203343,0.0,0.0,0.0,0.0,0.127662,0.133769,0.0,0.0,0.0,0.0,0.0,0.0,0.037984
